ProductName,Description
Titan Workwear Women White Analogue watch NL2588KM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, CalendarStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
Sonata Blush Women Pink Analogue watch 8123WM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
Fastrack Fundamentals Women Blue Analogue watch NL68008SM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
Red Tape Men Black Leather Formal Derbys,"A pair of black round-toed formal derbys, has central lace-upsLeather upper, has a textured detailCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer"
Fame Forever by Lifestyle Men Mustard Yellow Printed Round Neck T-shirt,"Mustard yellow printed T-shirt, has a round neck, and short sleeves"
Elizabeth Arden New York Beautiful Color Bold Extreme Pink Liquid Lipstick 01,"Shade nameExtreme Pink 01What it isCreamy, high impact liquid lipstickWhat it doesThis creamy, high impact lip color provides the coverage and intensity of a lipstick with the shine of a glossUsing the unique flocked tip applicator, push the lever of the click pen up to release just the right amount of productLips are saturated with intense color while rich emollients leave them feeling luxuriously moisturised and comfortableLong-lasting color that doesn't feather or bleedIngredientsEmollient ester and glycerinePigmetsResinFilmogen polymers"
Besiva Women Pink Printed Round Neck T-shirt,"Pink printed T-shirt, has a round neck, and short sleeves"
Alcis Men Black Solid Training Slim Fit Track Pants,"Black solid track pants, has an elasticated waistband with drawstring closure, three pocketsEngineered with Rapid Dry technology"
Veni Vidi Vici Women Black Solid Fitted Crop Top,"Black solid knitted fitted crop top with cut-out detail, has a boat neck, long sleeves, and adjustable waist tie-up on the front"
Veni Vidi Vici Women Sea Green Solid Bardot Crop Top,"Sea green solid knitted bardot crop top with knot detail, has shoulder straps, and long sleeves"
Titan Men Black Analogue Watch 90104KM04,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Multi Function, Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
Roadster Men Blue Skinny Fit Mid-Rise Clean Look Acid Wash Stretchable Jeans,"Blue medium acid wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
berrytree Unisex Navy Blue Solid Polo Collar Slim Fit Sustainable T-shirt,"Navy blue solid Sustainable T-shirt, has a polo collar, and long sleeves"
DODO & MOA Women Red Solid Basic Jumpsuit,"Red solid basic jumpsuit, has a round neck, sleeveless"
Sergio Tacchini Men Blue Sneakers,"A pair of round-toe blue sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer"
ColorPlus Men Maroon & Blue Regular Fit Checked Casual Shirt,"Maroon and Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket"
Titan Men Blue Analogue Watch 90099SL01,"Display: AnalogueMovement: ElectronicPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Blue regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
Besiva Women Pink Solid Regular Fit Hot Pants,"Pink solid mid-rise hot pants, has a drawstring closure"
Soumya White & Red Single Long Door Curtain,Set content: Single Long Door curtainColour: White and RedPattern: Ethnic MotifsLight blocking: RegularFitting: EyeletLining: No
Fastrack Men Grey Textured Analogue Watch 3124SL06,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
Aurelia Red Kurta,"Red kurta with embroidered and printed detailing, has a round neck with a split V-neckline, three-quarter sleeves, button detail on the front, side slits, and a curved hem"
Titan Women White Analogue Watch 2480SM09,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case"
Sonata Reloaded Men Blue Analogue watch 77031SL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, CalendarStrap style: Brown regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
Fame Forever by Lifestyle Men Blue Slim Fit Solid Regular Trousers,"Blue solid mid-rise trousers has button closure, four pockets"
Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
Fame Forever by Lifestyle Men & White Black Printed Round Neck T-shirt,"Black & white printed T-shirt, has a round neck, and short sleeves"
Tokyo Talkies Women Green Solid Peplum Top,"Green solid woven peplum top, has a round neck, three-quarter sleeves, and button closure. has lace insert detail"
Fastrack Women Black & Blue Analogue Watch 6168NM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset Time, Date ApertureStrap style: Black bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
Metro Women Brown Printed Heels,"A pair of brown open toe heels, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
ColorPlus Men Blue & Grey Tailored Fit Printed Casual Shirt,"Blue and Grey printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket"
Veni Vidi Vici Women Blue Bodycon Dress,"Blue solid knitted bodycon dress with ruffles and overlapping detail, has a V-neck, short sleeves, and straight hem"
Fame Forever by Lifestyle Men Blue & White Slim Fit Checked Casual Shirt,"Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
Soumya White & Blue Single Long Door Curtain,Set content: Single Long Door curtainColour: White and BluePattern: Floral Light blocking: RegularFitting: EyeletLining: No
Titan Women Grey Analogue Watch 2570SM07,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case"
Zoop Unisex Kids Black Analogue Watch 16005PP01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Black regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case"
Calvin Klein Unisex Red Cabin Trolley Bag,"Red cabin trolley bag secured with a TSA lockOne padded handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flap2 external zip pocket on the frontZipper detail to adjust the depthWarranty: 10 yearsWarranty provided by the brand owner/manufacturer"
TIMESMITH Women Brown Analogue Watch TSC-050,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Multi FunctionStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature TIMESMITH case"
Metro Women Black Solid Leather Heels,"A pair of black open toe sandals, has regular styling, open back detailLeather upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer"
Arrow Sport Navy Woollen Sweater,"Navy blue sweater, has a V-neck, long sleeves"
Fastrack Men Orange Leather Analogue and Digital Watch 38034SL01,"Display: Analogue and DigitalMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Orange regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
Kraus Jeans Women Black Skinny Fit High-Rise Clean Look Cropped Jeans K4050,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
Titan Men Black Analogue Watch 1802NL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case"
Kraus Jeans Women Black Skinny Fit Mid-Rise Clean Look Cropped Jeans K4050,"Black dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
CODE by Lifestyle Men Yellow & White Regular Fit Checked Casual Shirt,"Yellow and White checked casual shirt, has a spread collar, long sleeves, snap button placket, curved hem, and 1 patch pocket"
Roadster Men Black Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Black dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops"
Soumya Rust Orange Solid Single Door Curtain,Set content: Single Door curtainColour: Rust OrangePattern: Solid DoorLight blocking: RegularFitting: EyeletLining: No
Sonata Reloaded Men White Analogue watch 7924SL12,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case"
Fastrack Men White & Black Analogue Watch 3170KL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case"
Sonata Women Pink Dial & Rose Gold Toned Cuff Straps Analogue Watch NL8114WM01,"Pack Contains: single watchDisplay: analogueMovement: quartzPower Source: batteryDial style: pink solid asymmetric metal dialFeatures: reset time,Strap Style: rose gold toned, cuff, metal, has interlock closureWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/ manufacturer"
Miss Chase Women Black Slim Fit High-Rise Clean Look Jeans,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops"
